,TeamNumber,Location/Category,Division,Tier,ScoredImages,PlayTimehh:mm:ss,**,CCSScore,Adjust,CiscoScore,TotalScore
798,15-4569,CO,Open,High School,3,04:52:56,,225,0.00,28.00,253.00
799,15-5335,FL,Open,High School,3,05:09:01,,253,0.00,0.00,253.00
800,15-1915,CA,Open,High School,3,05:34:56,M,252,-5.00,6.00,253.00
801,15-5234,PA,Open,High School,3,05:23:56,,247,0.00,6.00,253.00
802,15-1164,NC,Open,High School,3,05:39:57,,245,0.00,8.00,253.00
803,15-3025,VIR,Open,High School,3,05:46:02,,253,0.00,0.00,253.00
804,15-3087,HI,All Service,High School,3,05:47:59,,253,0.00,0.00,253.00
805,15-4604,NY,Open,High School,3,05:58:00,,244,0.00,9.00,253.00
806,15-1111,AL,Open,High School,3,05:58:59,,253,0.00,0.00,253.00
807,15-4432,VA,All Service,High School,3,04:48:58,,243,0.00,9.86,252.86
808,15-0767,TN,Open,High School,3,05:48:56,,232,0.00,20.71,252.71
809,15-3288,GA,Open,High School,3,05:21:56,,246,0.00,6.67,252.67
810,15-0989,VA,Open,High School,3,05:49:59,,246,0.00,6.67,252.67
811,15-2690,CA,Open,High School,3,06:00:56,T,245,-2.00,9.67,252.67
812,15-2600,FL,Open,High School,3,05:49:56,,234,0.00,18.57,252.57
813,15-4867,TX,Open,High School,3,05:40:59,,228,0.00,24.57,252.57
814,15-2023,AL,Open,High School,3,04:15:00,,247,0.00,5.33,252.33
815,15-3978,OK,Open,High School,3,05:42:59,,244,0.00,8.29,252.29
816,15-1030,VA,Open,High School,3,05:30:56,,230,0.00,22.29,252.29
817,15-1515,CA,Open,High School,3,05:52:59,,227,0.00,25.29,252.29
818,15-3301,TX,All Service,High School,3,05:59:57,,233,0.00,19.24,252.24
819,15-2508,TX,Open,High School,3,04:08:56,,230,0.00,22.14,252.14
820,15-0110,CO,Open,High School,3,04:38:55,,239,0.00,13.14,252.14
821,15-1235,CA,Open,High School,3,05:35:56,,234,0.00,18.05,252.05
822,15-5035,CA,Open,High School,3,05:37:59,,244,0.00,8.00,252.00
823,15-0670,FL,All Service,High School,3,05:49:00,,247,0.00,5.00,252.00
824,15-3774,MD,Open,High School,3,05:32:55,,242,0.00,10.00,252.00
825,15-1768,OR,Open,High School,3,59:16:00,T,226,-2.00,28.00,252.00
826,15-0514,FL,All Service,High School,3,02:12:59,,232,0.00,19.95,251.95
827,15-2546,CO,Open,High School,3,05:13:57,,234,0.00,17.43,251.43
828,15-5028,CA,Open,High School,3,05:55:56,,227,0.00,24.29,251.29
829,15-0744,TX,Open,High School,3,04:59:30,,240,0.00,11.14,251.14
830,15-0383,CA,Open,High School,3,04:35:00,,232,0.00,19.00,251.00
831,15-0206,AZ,All Service,High School,3,05:51:56,,251,0.00,0.00,251.00
832,15-1818,VA,Open,High School,3,05:41:55,,244,0.00,7.00,251.00
833,15-2004,OK,Open,High School,3,05:56:01,,225,0.00,26.00,251.00
834,15-3086,HI,All Service,High School,3,05:34:55,,256,-5.00,0.00,251.00
835,15-3914,CA,All Service,High School,3,05:35:58,,251,0.00,0.00,251.00
836,15-1516,AL,All Service,High School,3,05:55:00,,244,0.00,7.00,251.00
837,15-4724,MI,Open,High School,3,05:40:59,,229,0.00,21.86,250.86
838,15-1819,VA,Open,High School,3,04:17:55,,241,0.00,9.71,250.71
839,15-1674,VA,Open,High School,3,05:42:56,,239,0.00,11.71,250.71
840,15-2176,NJ,Open,High School,3,05:52:56,,244,0.00,6.71,250.71
841,15-3110,CO,Open,High School,3,03:40:56,,232,0.00,18.57,250.57
842,15-2689,CA,All Service,High School,3,05:37:59,,236,0.00,14.57,250.57
843,15-0268,WA,Open,High School,3,05:06:56,,242,0.00,8.00,250.00
844,15-0250,KS,Open,High School,3,04:38:59,,230,0.00,19.67,249.67
845,15-2289,CA,Open,High School,3,05:31:56,,224,0.00,25.57,249.57
846,15-0587,WI,Open,High School,3,05:54:00,,223,0.00,26.57,249.57
847,15-0011,CO,Open,High School,3,05:43:56,,229,0.00,20.52,249.52
848,15-0742,FL,Open,High School,3,05:13:01,,235,0.00,14.33,249.33
849,15-4993,CA,Open,High School,3,05:47:59,,238,0.00,11.29,249.29
850,15-4646,TX,Open,High School,3,05:45:00,M,240,-5.00,14.24,249.24
851,15-1930,CAN,Open,High School,3,05:50:58,,232,0.00,17.14,249.14
852,15-1858,WV,Open,High School,3,04:22:00,,249,0.00,0.00,249.00
853,15-4830,DE,All Service,High School,3,05:58:56,,249,0.00,0.00,249.00
854,15-2403,NV,Open,High School,3,06:09:56,T,253,-4.00,0.00,249.00
855,15-0656,TX,Open,High School,3,06:01:02,T,249,-6.00,6.00,249.00
856,15-3412,VA,Open,High School,3,05:30:59,,223,0.00,25.71,248.71
857,15-3684,NM,All Service,High School,3,06:01:56,T,253,-6.00,1.43,248.43
858,15-1459,TX,Open,High School,3,20:48:57,T,249,-6.00,5.33,248.33
859,15-2066,FL,All Service,High School,3,12:54:56,T,234,-4.00,18.29,248.29
860,15-0076,SC,Open,High School,3,05:50:05,,227,0.00,21.24,248.24
861,15-0101,AL,Open,High School,3,05:59:55,,234,0.00,14.20,248.20
862,15-2721,CO,Open,High School,3,05:11:00,,236,0.00,12.19,248.19
863,15-1299,TX,Open,High School,3,05:54:00,,240,0.00,8.19,248.19
864,15-1213,VA,Open,High School,3,04:33:55,,248,0.00,0.00,248.00
865,15-2897,RI,Open,High School,3,05:04:56,,239,0.00,9.00,248.00
866,15-2253,TX,All Service,High School,3,05:55:00,,241,0.00,7.00,248.00
867,15-1293,CA,Open,High School,3,05:30:00,,239,0.00,8.90,247.90
868,15-0821,MN,All Service,High School,3,04:04:02,,235,0.00,12.81,247.81
869,15-0334,CA,Open,High School,3,05:06:03,,235,0.00,12.81,247.81
870,15-2941,TX,Open,High School,3,05:45:00,,231,0.00,16.71,247.71
871,15-0143,AL,Open,High School,3,05:48:56,,240,0.00,7.67,247.67
872,15-0807,PA,Open,High School,3,05:51:57,,233,0.00,14.43,247.43
873,15-1160,OH,Open,High School,3,04:51:00,,239,0.00,8.43,247.43
874,15-2029,OK,All Service,High School,3,05:37:56,,226,0.00,21.43,247.43
875,15-0037,TX,All Service,High School,3,05:55:02,,232,0.00,15.33,247.33
876,15-5103,VA,Open,High School,3,04:28:55,,226,0.00,21.29,247.29
877,15-0349,MI,Open,High School,3,05:51:56,,228,0.00,19.29,247.29
878,15-1493,MI,Open,High School,3,05:00:56,,238,0.00,9.14,247.14
879,15-1120,TN,Open,High School,3,04:41:56,,224,0.00,23.00,247.00
880,15-0131,RI,Open,High School,3,05:43:01,,241,0.00,6.00,247.00
881,15-1187,GA,All Service,High School,3,05:46:58,,247,0.00,0.00,247.00
882,15-1702,VA,Open,High School,3,05:57:56,,247,0.00,0.00,247.00
883,15-3841,MI,Open,High School,3,04:18:55,,239,0.00,7.95,246.95
884,15-4345,CO,Open,High School,3,05:29:56,,226,0.00,20.81,246.81
885,15-4236,MI,Open,High School,3,05:41:58,,239,0.00,7.67,246.67
886,15-4749,NJ,Open,High School,3,05:38:56,,220,0.00,26.43,246.43
887,15-1912,FL,Open,High School,3,05:39:57,,237,0.00,9.43,246.43
888,15-1073,WA,Open,High School,3,05:31:56,,232,0.00,14.29,246.29
889,15-3617,VA,Open,High School,3,04:26:56,,233,0.00,13.14,246.14
890,15-2935,FL,All Service,High School,3,05:31:56,,225,0.00,21.00,246.00
891,15-0291,FL,Open,High School,3,05:05:56,,222,0.00,24.00,246.00
892,15-2187,ID,Open,High School,3,05:29:57,,246,0.00,0.00,246.00
893,15-2947,CA,Open,High School,3,05:45:00,,218,0.00,28.00,246.00
894,15-3286,OK,Open,High School,3,05:45:56,,230,0.00,16.00,246.00
895,15-3082,CA,Open,High School,3,06:04:57,T,242,-2.00,6.00,246.00
896,15-2592,TX,Open,High School,3,06:00:00,,240,0.00,6.00,246.00
897,15-4309,MD,Open,High School,3,05:19:56,,222,0.00,23.86,245.86
898,15-1011,TX,Open,High School,3,05:58:58,,242,0.00,3.71,245.71
899,15-0046,IN,Open,High School,3,02:35:00,,240,0.00,5.67,245.67
900,15-4717,IL,Open,High School,3,05:13:59,,229,0.00,16.57,245.57
901,15-4361,CA,Open,High School,3,05:37:56,,231,0.00,14.57,245.57
902,15-4254,VA,Open,High School,3,05:02:47,,228,0.00,17.43,245.43
903,15-2203,FL,Open,High School,3,05:54:00,,238,0.00,7.38,245.38
904,15-2473,TN,All Service,High School,3,05:55:57,,232,0.00,13.19,245.19
905,15-3199,MD,All Service,High School,3,05:13:01,,245,0.00,0.00,245.00
906,15-2448,CA,Open,High School,3,05:40:57,,236,0.00,9.00,245.00
907,15-2710,TX,All Service,High School,3,05:45:59,,235,0.00,10.00,245.00
908,15-2050,CO,All Service,High School,3,05:54:56,,245,0.00,0.00,245.00
909,15-2746,TX,Open,High School,3,05:33:59,,231,0.00,13.76,244.76
910,15-0146,AL,Open,High School,3,05:57:01,,237,0.00,7.33,244.33
911,15-0252,KS,Open,High School,3,05:55:56,,229,0.00,15.14,244.14
912,15-1441,CA,Open,High School,3,05:54:56,,219,0.00,25.05,244.05
913,15-2399,CO,Open,High School,3,04:52:46,,236,0.00,8.00,244.00
914,15-4645,TX,Open,High School,3,05:44:56,,243,0.00,1.00,244.00
915,15-3300,AL,Open,High School,3,05:15:09,,244,0.00,0.00,244.00
916,15-5091,VA,Open,High School,3,05:41:56,,244,0.00,0.00,244.00
917,15-0964,FL,Open,High School,3,05:58:56,,217,0.00,26.86,243.86
918,15-3287,OK,Open,High School,3,05:32:00,,240,0.00,3.67,243.67
919,15-2311,TX,Open,High School,3,05:50:56,,237,0.00,6.67,243.67
920,15-1158,CA,All Service,High School,3,05:51:56,,239,0.00,4.67,243.67
921,15-0045,TN,Open,High School,3,05:53:56,,241,0.00,2.62,243.62
922,15-2606,FL,Open,High School,3,05:43:58,,222,0.00,21.57,243.57
923,15-2458,TX,Open,High School,3,05:25:56,M,236,-10.00,17.57,243.57
924,15-0287,CAN,Open,High School,3,04:52:57,,233,0.00,10.33,243.33
925,15-1446,CA,All Service,High School,3,05:41:00,,227,0.00,16.29,243.29
926,15-0411,VA,All Service,High School,3,05:50:59,,215,0.00,28.29,243.29
927,15-4748,NJ,Open,High School,3,05:51:59,,232,0.00,11.29,243.29
928,15-1907,MD,Open,High School,3,05:32:55,M,242,-5.00,6.24,243.24
929,15-4885,TX,Open,High School,3,06:00:59,T,244,-11.00,10.05,243.05
930,15-2915,SC,Open,High School,3,03:00:56,,243,0.00,0.00,243.00
931,15-5207,OH,Open,High School,3,12:22:55,T,245,-2.00,0.00,243.00
932,15-3089,HI,All Service,High School,3,05:33:59,,243,0.00,0.00,243.00
933,15-0772,IL,All Service,High School,3,05:52:59,,243,0.00,0.00,243.00
934,15-2792,CA,Open,High School,3,05:56:01,,243,0.00,0.00,243.00
935,15-4663,TX,Open,High School,3,05:22:38,,217,0.00,25.71,242.71
936,15-2867,CA,Open,High School,3,05:58:57,,222,0.00,20.71,242.71
937,15-1535,OH,Open,High School,3,05:57:08,,237,0.00,5.67,242.67
938,15-4356,CA,Open,High School,3,04:49:00,,217,0.00,25.43,242.43
939,15-0212,OH,Open,High School,3,05:50:57,,231,0.00,11.43,242.43
940,15-3775,TX,All Service,High School,3,05:36:55,,230,0.00,12.43,242.43
941,15-4123,MD,Open,High School,3,05:29:59,,236,0.00,6.00,242.00
942,15-0344,RI,Open,High School,3,04:24:00,,234,0.00,8.00,242.00
943,15-2201,VA,Open,High School,3,05:33:57,,236,0.00,6.00,242.00
944,15-1679,VA,Open,High School,3,05:10:59,,233,0.00,9.00,242.00
945,15-3298,TX,Open,High School,3,05:20:56,,242,0.00,0.00,242.00
946,15-1383,NV,All Service,High School,3,05:29:59,,222,0.00,19.86,241.86
947,15-0518,TX,All Service,High School,3,05:48:57,,222,0.00,19.86,241.86
948,15-3270,CO,Open,High School,3,03:57:59,,216,0.00,25.71,241.71
949,15-2532,AR,Open,High School,3,05:37:56,,218,0.00,23.67,241.67
950,15-5063,VA,All Service,High School,3,05:56:58,,232,0.00,9.67,241.67
951,15-1738,MD,Open,High School,3,04:26:56,,214,0.00,27.57,241.57
952,15-0528,NY,Open,High School,3,05:39:55,,222,0.00,19.52,241.52
953,15-4087,CA,All Service,High School,3,04:05:56,,219,0.00,22.29,241.29
954,15-5371,HI,Open,High School,3,05:49:58,,245,-10.00,6.29,241.29
955,15-5029,CA,Open,High School,3,172:39:01,T,234,-6.00,13.29,241.29
956,15-0928,NM,Open,High School,3,05:44:56,,225,0.00,16.24,241.24
957,15-2100,NV,Open,High School,3,05:40:58,,220,0.00,21.24,241.24
958,15-2109,MD,Open,High School,3,04:27:56,,234,0.00,7.00,241.00
959,15-2204,TX,Open,High School,3,05:26:01,,232,0.00,9.00,241.00
960,15-0667,ID,Open,High School,3,05:14:00,,241,0.00,0.00,241.00
961,15-2007,NC,All Service,High School,3,05:58:00,,241,0.00,0.00,241.00
962,15-1839,OR,Open,High School,3,05:59:58,,234,0.00,7.00,241.00
963,15-2252,NM,Open,High School,3,05:39:58,,241,0.00,0.00,241.00
964,15-1603,MA,Open,High School,3,05:43:56,,223,0.00,17.95,240.95
965,15-1031,VA,Open,High School,3,05:39:55,,220,0.00,20.86,240.86
966,15-2643,CA,Open,High School,3,05:45:56,,220,0.00,20.86,240.86
967,15-2785,HI,Open,High School,3,05:51:01,,217,0.00,23.86,240.86
968,15-2090,NV,Open,High School,3,05:49:57,,232,0.00,8.71,240.71
969,15-3462,MI,Open,High School,3,05:30:55,,235,0.00,5.67,240.67
970,15-1107,CO,Open,High School,3,05:51:57,,232,0.00,8.67,240.67
971,15-2692,CA,All Service,High School,3,05:58:59,,231,0.00,9.67,240.67
972,15-4082,CAN,Open,High School,3,04:05:02,,220,0.00,20.57,240.57
973,15-0496,MI,Open,High School,3,04:56:56,,236,0.00,4.33,240.33
974,15-2438,OK,Open,High School,3,05:55:00,,238,0.00,2.33,240.33
975,15-4416,AZ,All Service,High School,3,05:57:05,,234,0.00,6.33,240.33
976,15-0358,LA,Open,High School,3,05:32:01,,225,0.00,15.29,240.29
977,15-5033,CA,Open,High School,3,06:02:01,T,225,-11.00,26.14,240.14
978,15-2293,FL,All Service,High School,3,05:41:56,,228,0.00,12.05,240.05
979,15-4063,CA,Open,High School,3,05:25:58,,240,0.00,0.00,240.00
980,15-2663,MN,All Service,High School,3,05:51:58,,235,0.00,5.00,240.00
981,15-2709,TX,All Service,High School,3,05:59:59,,233,0.00,7.00,240.00
982,15-4032,IN,Open,High School,3,05:34:58,,227,0.00,12.95,239.95
983,15-0985,AZ,Open,High School,3,05:42:57,,229,0.00,10.95,239.95
984,15-2025,CA,Open,High School,3,06:00:00,,217,0.00,22.81,239.81
985,15-3990,HI,Open,High School,3,05:41:00,,231,0.00,8.67,239.67
986,15-0786,GA,Open,High School,3,05:35:55,,220,0.00,19.43,239.43
987,15-0570,CO,Open,High School,3,04:12:56,,230,0.00,9.38,239.38
988,15-2083,TN,Open,High School,3,04:52:04,,222,0.00,17.38,239.38
989,15-0031,NJ,Open,High School,3,05:44:56,,233,0.00,6.33,239.33
990,15-0150,AL,Open,High School,3,05:58:57,,231,0.00,8.33,239.33
991,15-4143,GA,All Service,High School,3,04:59:57,,224,0.00,15.29,239.29
992,15-3572,ND,All Service,High School,3,05:06:59,,230,0.00,9.14,239.14
993,15-1333,NV,Open,High School,3,05:05:56,,233,-5.00,11.14,239.14
994,15-0977,CO,All Service,High School,3,05:49:59,,228,0.00,11.14,239.14
995,15-5331,DE,Open,High School,3,05:00:56,,239,0.00,0.00,239.00
996,15-4239,MO,Open,High School,3,04:47:55,,233,0.00,6.00,239.00
997,15-3844,PA,Open,High School,3,05:18:59,,232,0.00,7.00,239.00
998,15-5064,CA,Open,High School,3,04:49:01,,234,0.00,5.00,239.00
999,15-4652,CA,Open,High School,3,05:23:57,,232,0.00,7.00,239.00
1000,15-4464,FL,Open,High School,3,98:31:58,T,231,-2.00,10.00,239.00
1001,15-5204,WA,All Service,High School,3,05:59:07,,239,0.00,0.00,239.00
1002,15-4160,CA,Open,High School,3,05:57:00,,239,0.00,0.00,239.00
1003,15-0859,VA,Open,High School,3,05:49:56,,228,0.00,10.95,238.95
1004,15-4721,IL,Open,High School,3,05:42:57,,238,0.00,0.86,238.86
1005,15-1117,MI,Open,High School,3,04:53:58,,237,0.00,1.80,238.80
1006,15-1276,OK,Open,High School,3,05:46:59,,217,0.00,21.57,238.57
1007,15-1479,MI,Open,High School,3,05:24:56,,216,0.00,22.38,238.38
1008,15-4163,AL,Open,High School,3,05:46:56,,218,0.00,20.33,238.33
1009,15-3214,OK,Open,High School,3,05:34:55,,233,0.00,5.33,238.33
1010,15-3566,WY,Open,High School,3,05:50:56,,213,0.00,25.33,238.33
1011,15-0754,TX,Open,High School,3,03:22:40,,224,0.00,14.14,238.14
1012,15-4808,AL,All Service,High School,3,05:45:56,,235,0.00,3.14,238.14
1013,15-0147,TX,Open,High School,3,05:48:00,,218,0.00,20.14,238.14
1014,15-3240,CA,Open,High School,3,03:59:56,,231,0.00,7.00,238.00
1015,15-4051,NJ,Open,High School,3,05:04:56,,238,0.00,0.00,238.00
1016,15-2060,VA,Open,High School,3,03:45:59,,233,-5.00,9.95,237.95
1017,15-1798,WI,All Service,High School,3,04:56:01,,229,0.00,8.86,237.86
1018,15-1690,CA,Open,High School,3,04:02:58,,229,0.00,8.67,237.67
1019,15-3955,MD,Open,High School,3,05:37:56,,211,0.00,26.57,237.57
1020,15-4139,MI,Open,High School,3,03:07:56,,219,0.00,18.14,237.14
1021,15-1150,CA,Open,High School,3,05:16:56,,229,0.00,8.14,237.14
1022,15-3415,LA,All Service,High School,3,03:58:56,,237,0.00,0.00,237.00
1023,15-1161,OH,Open,High School,3,04:56:59,,232,0.00,5.00,237.00
1024,15-2415,CA,Open,High School,3,04:16:57,,229,0.00,8.00,237.00
1025,15-1250,CAN,Open,High School,3,05:36:59,,232,0.00,5.00,237.00
1026,15-4742,NE,Open,High School,3,05:03:58,,210,0.00,26.38,236.38
1027,15-1387,VA,All Service,High School,3,05:12:55,,225,0.00,11.29,236.29
1028,15-2630,IL,All Service,High School,3,05:45:56,,212,0.00,24.29,236.29
1029,15-1985,CA,Open,High School,3,05:16:00,,224,0.00,12.14,236.14
1030,15-0292,OR,All Service,High School,3,05:56:56,,225,0.00,11.00,236.00
1031,15-3968,RI,Open,High School,3,04:51:55,,236,0.00,0.00,236.00
1032,15-0107,CO,Open,High School,3,04:45:56,,231,0.00,5.00,236.00
1033,15-4729,AL,Open,High School,3,05:55:41,,227,0.00,9.00,236.00
1034,15-4735,TX,Open,High School,3,05:53:57,,236,0.00,0.00,236.00
1035,15-4435,CA,Open,High School,3,05:45:59,,236,0.00,0.00,236.00
1036,15-4045,VA,Open,High School,3,05:48:06,,236,0.00,0.00,236.00
1037,15-4752,TX,Open,High School,3,05:57:57,,236,0.00,0.00,236.00
1038,15-3767,TX,Open,High School,3,06:02:38,T,238,-2.00,0.00,236.00
1039,15-1471,RI,Open,High School,3,05:29:55,,219,0.00,16.81,235.81
1040,15-2514,OK,Open,High School,3,03:40:59,,220,0.00,15.71,235.71
1041,15-4781,MD,Open,High School,3,04:31:58,,224,0.00,11.67,235.67
1042,15-2291,FL,All Service,High School,3,05:39:59,,218,0.00,17.62,235.62
1043,15-2634,CA,Open,High School,3,04:50:01,,225,0.00,10.43,235.43
1044,15-0367,CA,Open,High School,3,05:59:59,,212,0.00,23.43,235.43
1045,15-2609,TX,Open,High School,3,05:39:00,,227,0.00,8.33,235.33
1046,15-5011,NV,Open,High School,3,05:32:56,,216,0.00,19.29,235.29
1047,15-0448,TX,Open,High School,3,06:03:00,T,233,-4.00,6.29,235.29
1048,15-2227,CA,Open,High School,3,05:38:00,,226,0.00,9.24,235.24
1049,15-2515,OK,Open,High School,3,03:26:00,,230,0.00,5.14,235.14
1050,15-4401,MI,Open,High School,3,05:29:56,,228,0.00,7.00,235.00
1051,15-3703,VA,Open,High School,3,04:32:57,,227,0.00,8.00,235.00
1052,15-5147,PA,Open,High School,3,05:45:56,,235,0.00,0.00,235.00
1053,15-5208,OH,Open,High School,3,05:23:58,,235,0.00,0.00,235.00
1054,15-5206,OH,Open,High School,3,05:05:00,,235,0.00,0.00,235.00
1055,15-2538,AR,Open,High School,3,05:25:59,,230,0.00,5.00,235.00
1056,15-0253,KS,Open,High School,3,92:18:55,T,229,-2.00,8.00,235.00
1057,15-1110,TN,Open,High School,3,20:50:56,T,236,-1.00,0.00,235.00
1058,15-3830,IL,Open,High School,3,05:45:42,,220,0.00,14.86,234.86
1059,15-1740,MD,Open,High School,3,04:28:57,,213,0.00,21.81,234.81
1060,15-0272,WA,Open,High School,3,05:30:56,,227,0.00,7.67,234.67
1061,15-4342,CO,Open,High School,3,05:21:55,,227,0.00,7.67,234.67
1062,15-1184,OR,Open,High School,3,05:14:57,,222,0.00,12.57,234.57
1063,15-0071,OK,Open,High School,3,05:49:57,,214,0.00,20.57,234.57
1064,15-1072,WA,Open,High School,3,05:32:56,,225,0.00,9.43,234.43
1065,15-3305,CA,Open,High School,3,05:49:57,,215,0.00,19.29,234.29
1066,15-1713,KS,All Service,High School,3,05:46:00,,226,0.00,8.24,234.24
1067,15-4042,VA,Open,High School,3,05:35:56,,214,0.00,20.10,234.10
1068,15-4914,MI,Open,High School,3,04:51:56,,220,0.00,14.05,234.05
1069,15-2974,CA,Open,High School,3,04:07:58,,234,0.00,0.00,234.00
1070,15-4398,TN,Open,High School,3,03:34:57,,225,0.00,9.00,234.00
1071,15-2417,CA,Open,High School,3,04:19:59,,227,0.00,7.00,234.00
1072,15-3175,CA,Open,High School,3,04:33:58,,234,0.00,0.00,234.00
1073,15-1586,CA,Open,High School,3,04:57:56,,230,0.00,4.00,234.00
1074,15-4278,NC,All Service,High School,3,05:59:59,,234,0.00,0.00,234.00
1075,15-1294,CA,Open,High School,3,05:36:57,,226,0.00,8.00,234.00
1076,15-5372,HI,Open,High School,3,05:46:58,,231,-5.00,8.00,234.00
1077,15-0247,WA,All Service,High School,3,05:50:58,,222,0.00,11.86,233.86
1078,15-1614,MD,Open,High School,3,05:35:56,,225,0.00,8.57,233.57
1079,15-0992,VA,Open,High School,3,05:33:56,,216,0.00,17.43,233.43
1080,15-3066,MO,Open,High School,3,05:37:58,,224,0.00,9.38,233.38
1081,15-4393,MA,Open,High School,3,05:12:58,,216,0.00,17.29,233.29
1082,15-3440,UT,Open,High School,3,05:56:56,,225,-10.00,18.29,233.29
1083,15-3173,MT,Open,High School,3,05:43:56,,223,0.00,10.19,233.19
1084,15-1177,OK,Open,High School,3,05:44:32,,222,0.00,11.14,233.14
1085,15-2217,DE,Open,High School,3,05:11:56,,238,-5.00,0.00,233.00
1086,15-5092,VA,Open,High School,3,05:35:56,,226,0.00,7.00,233.00
1087,15-3709,GA,Open,High School,3,05:39:54,,225,0.00,8.00,233.00
1088,15-5133,CAN,Open,High School,3,05:32:56,,233,0.00,0.00,233.00
1089,15-3114,FL,All Service,High School,3,05:55:59,,225,0.00,8.00,233.00
1090,15-3338,SC,All Service,High School,3,05:56:02,,233,0.00,0.00,233.00
1091,15-4616,NC,All Service,High School,3,06:01:53,T,235,-2.00,0.00,233.00
1092,15-2588,TX,All Service,High School,3,06:05:56,T,237,-4.00,0.00,233.00
1093,15-1643,VA,Open,High School,3,07:35:45,T,212,-2.00,22.86,232.86
1094,15-1632,OK,All Service,High School,3,05:59:03,,209,0.00,23.86,232.86
1095,15-0843,CAN,Open,High School,3,05:43:58,,225,0.00,7.71,232.71
1096,15-3124,FL,All Service,High School,3,05:34:56,,223,0.00,9.57,232.57
1097,15-4047,VA,Open,High School,3,14:50:56,T,208,-2.00,26.57,232.57
1098,15-1301,TX,Open,High School,3,05:55:59,,221,0.00,11.14,232.14
1099,15-1498,AL,Open,High School,3,05:41:00,M,238,-15.00,9.14,232.14
1100,15-4463,FL,Open,High School,3,38:41:01,T,207,-2.00,27.14,232.14
1101,15-3995,VA,Open,High School,3,05:32:00,,225,0.00,7.00,232.00
1102,15-3940,TX,Open,High School,3,05:10:56,,232,0.00,0.00,232.00
1103,15-4650,VA,Open,High School,3,05:40:03,,224,0.00,8.00,232.00
1104,15-3967,RI,All Service,High School,3,05:52:56,,232,0.00,0.00,232.00
1105,15-4497,CA,Open,High School,3,05:48:00,,232,0.00,0.00,232.00
1106,15-0482,CA,Open,High School,3,05:44:56,,219,0.00,12.81,231.81
1107,15-3571,UT,All Service,High School,3,05:58:58,,217,0.00,14.81,231.81
1108,15-3171,MT,Open,High School,3,05:31:00,,221,0.00,10.71,231.71
1109,15-0517,NE,Open,High School,3,05:40:58,,226,0.00,5.43,231.43
1110,15-4916,MI,Open,High School,3,04:34:56,,214,0.00,17.38,231.38
1111,15-0861,VA,Open,High School,3,05:46:00,,225,0.00,6.33,231.33
1112,15-2613,NY,Open,High School,3,05:31:00,,203,0.00,28.24,231.24
1113,15-4928,SC,Open,High School,3,03:52:00,,213,0.00,18.14,231.14
1114,15-3577,CA,Open,High School,3,06:00:56,T,215,-4.00,20.14,231.14
1115,15-3630,MS,Open,High School,3,04:21:56,,231,0.00,0.00,231.00
1116,15-0283,CA,Open,High School,3,04:02:57,,221,0.00,10.00,231.00
1117,15-5238,SC,All Service,High School,3,05:19:56,,231,0.00,0.00,231.00
1118,15-3021,TX,Open,High School,3,05:54:56,,231,0.00,0.00,231.00
1119,15-4728,MI,Open,High School,3,05:29:56,,223,0.00,8.00,231.00
1120,15-0973,IN,Open,High School,3,05:44:56,,231,0.00,0.00,231.00
1121,15-4597,CA,Open,High School,3,04:37:00,,221,-5.00,14.86,230.86
1122,15-3850,CA,Open,High School,3,05:56:56,,219,0.00,11.67,230.67
1123,15-5104,VA,Open,High School,3,05:17:58,,225,0.00,5.33,230.33
1124,15-2068,FL,All Service,High School,3,04:42:56,,216,0.00,14.29,230.29
1125,15-3439,UT,Open,High School,3,05:51:57,,222,0.00,8.29,230.29
1126,15-3410,VA,Open,High School,3,05:40:55,,205,0.00,25.14,230.14
1127,15-3829,IL,Open,High School,3,05:53:00,,219,0.00,11.14,230.14
1128,15-1560,CAN,Open,High School,3,05:17:56,,207,0.00,23.00,230.00
1129,15-5407,NM,All Service,High School,3,05:33:58,,230,0.00,0.00,230.00
1130,15-0789,GA,Open,High School,3,05:58:59,,224,0.00,6.00,230.00
1131,15-2813,TX,Open,High School,3,05:28:56,,230,0.00,0.00,230.00
1132,15-5006,CA,Open,High School,3,05:48:57,,222,0.00,8.00,230.00
1133,15-2110,TX,Open,High School,3,05:56:01,,230,0.00,0.00,230.00
1134,15-1851,NJ,Open,High School,3,05:49:55,,230,0.00,0.00,230.00
1135,15-0167,IN,Open,High School,3,05:47:58,,222,0.00,7.86,229.86
1136,15-3232,TX,Open,High School,3,05:44:56,,211,0.00,18.71,229.71
1137,15-1521,CA,Open,High School,3,05:42:56,,222,0.00,7.67,229.67
1138,15-0717,TN,All Service,High School,3,05:54:57,,222,0.00,7.67,229.67
1139,15-3181,CA,Open,High School,3,04:59:57,,201,0.00,28.57,229.57
1140,15-4048,VA,Open,High School,3,05:30:55,,222,0.00,7.57,229.57
1141,15-0753,TX,Open,High School,3,06:01:00,T,219,-2.00,12.43,229.43
1142,15-2430,IA,All Service,High School,3,04:11:58,,209,0.00,20.24,229.24
1143,15-4395,MA,Open,High School,3,05:43:01,,211,0.00,18.24,229.24
1144,15-0219,CA,All Service,High School,3,05:01:56,,207,0.00,22.14,229.14
1145,15-1435,CAN,Open,High School,3,05:35:59,,204,0.00,25.14,229.14
1146,15-3029,AZ,Open,High School,3,03:12:00,,229,0.00,0.00,229.00
