,TeamNumber,Location/Category,Division,Tier,ScoredImages,PlayTimehh:mm:ss,**,CCSScore,Adjust,CiscoScore,TotalScore
1147,15-4534,MO,Open,High School,3,03:58:10,,229,0.00,0.00,229.00
1148,15-2722,CO,Open,High School,3,04:38:59,,220,0.00,9.00,229.00
1149,15-3545,NY,Open,High School,3,05:50:00,,222,0.00,7.00,229.00
1150,15-3890,TX,Open,High School,3,04:46:56,,229,0.00,0.00,229.00
1151,15-1444,NY,All Service,High School,3,05:38:56,,229,0.00,0.00,229.00
1152,15-3860,TX,Open,High School,3,05:20:59,,229,0.00,0.00,229.00
1153,15-4331,NM,All Service,High School,3,05:26:57,,229,0.00,0.00,229.00
1154,15-1443,NY,All Service,High School,3,05:37:56,,229,0.00,0.00,229.00
1155,15-3631,MS,Open,High School,3,05:32:02,,229,0.00,0.00,229.00
1156,15-2229,OH,Open,High School,3,04:56:56,,222,0.00,6.67,228.67
1157,15-1590,CA,Open,High School,3,05:43:01,,219,0.00,9.67,228.67
1158,15-5110,CA,Open,High School,3,05:41:57,,222,0.00,6.67,228.67
1159,15-5218,GA,Open,High School,3,04:57:55,,210,0.00,18.43,228.43
1160,15-4759,MD,Open,High School,3,04:58:56,,200,0.00,28.43,228.43
1161,15-2942,TX,Open,High School,3,05:39:59,,224,0.00,4.33,228.33
1162,15-3157,MA,Open,High School,3,04:45:55,,216,0.00,12.24,228.24
1163,15-3629,MS,Open,High School,3,05:50:00,,214,0.00,14.14,228.14
1164,15-2533,AR,Open,High School,3,05:55:56,,225,0.00,3.00,228.00
1165,15-4006,CA,All Service,High School,3,06:00:00,,228,0.00,0.00,228.00
1166,15-5199,CA,All Service,High School,3,04:56:00,,215,-5.00,17.95,227.95
1167,15-3403,MI,Open,High School,3,04:59:57,,206,0.00,21.95,227.95
1168,15-4110,AL,All Service,High School,3,05:43:56,,212,0.00,15.95,227.95
1169,15-1083,CA,Open,High School,3,05:57:00,,221,0.00,6.95,227.95
1170,15-0934,CA,All Service,High School,3,05:30:56,,207,0.00,20.86,227.86
1171,15-0094,GA,Open,High School,3,05:23:57,,221,0.00,6.67,227.67
1172,15-0368,CA,Open,High School,3,05:40:56,,209,0.00,18.57,227.57
1173,15-0862,VA,Open,High School,3,06:11:01,T,210,-2.00,19.48,227.48
1174,15-2102,NV,Open,High School,3,05:45:00,,207,0.00,20.43,227.43
1175,15-3080,TN,Open,High School,3,05:55:57,,211,0.00,16.43,227.43
1176,15-3365,CA,Open,High School,3,05:17:56,,209,0.00,18.14,227.14
1177,15-0364,CA,Open,High School,3,05:28:00,,202,0.00,25.14,227.14
1178,15-4105,KS,Open,High School,3,05:39:59,,215,0.00,12.14,227.14
1179,15-2086,NV,Open,High School,3,05:49:57,,216,0.00,11.10,227.10
1180,15-0392,HI,Open,High School,3,03:12:57,,218,0.00,9.00,227.00
1181,15-4864,TX,Open,High School,3,05:00:56,,222,0.00,5.00,227.00
1182,15-3235,GA,All Service,High School,3,05:32:56,,222,0.00,5.00,227.00
1183,15-4388,CAN,Open,High School,3,04:51:57,,227,0.00,0.00,227.00
1184,15-4761,CAN,Open,High School,3,04:56:59,,227,0.00,0.00,227.00
1185,15-4305,CAN,Open,High School,3,05:11:57,,227,0.00,0.00,227.00
1186,15-5406,NM,All Service,High School,3,05:32:59,,227,0.00,0.00,227.00
1187,15-2968,TX,Open,High School,3,05:57:56,,227,0.00,0.00,227.00
1188,15-1112,AL,Open,High School,3,05:55:59,,227,0.00,0.00,227.00
1189,15-2617,CA,All Service,High School,3,05:53:56,,222,0.00,5.00,227.00
1190,15-2323,FL,All Service,High School,3,05:46:59,,216,0.00,10.95,226.95
1191,15-0055,LA,All Service,High School,3,05:53:59,,203,0.00,23.86,226.86
1192,15-2095,NV,Open,High School,3,05:46:00,,206,0.00,20.86,226.86
1193,15-0345,RI,Open,High School,3,04:26:00,,203,0.00,23.57,226.57
1194,15-2168,VA,Open,High School,3,05:13:57,,204,0.00,22.52,226.52
1195,15-3223,OK,Open,High School,3,06:59:22,T,225,-2.00,3.33,226.33
1196,15-3591,AZ,All Service,High School,3,05:51:57,,203,0.00,23.24,226.24
1197,15-1685,MO,Open,High School,3,04:15:16,,210,0.00,16.19,226.19
1198,15-0818,FL,All Service,High School,3,02:29:56,,226,0.00,0.00,226.00
1199,15-3347,FL,Open,High School,3,02:51:59,,218,0.00,8.00,226.00
1200,15-4088,WI,Open,High School,3,05:51:00,,206,0.00,20.00,226.00
1201,15-0591,NV,Open,High School,3,05:17:00,,226,0.00,0.00,226.00
1202,15-2811,OK,Open,High School,3,05:51:00,,213,0.00,13.00,226.00
1203,15-2787,AL,Open,High School,3,05:56:58,,226,0.00,0.00,226.00
1204,15-0794,KY,All Service,High School,3,03:52:57,,214,0.00,11.71,225.71
1205,15-3421,FL,Open,High School,3,04:12:56,,208,0.00,17.43,225.43
1206,15-2683,VA,All Service,High School,3,05:27:14,,219,-5.00,11.14,225.14
1207,15-2318,AL,Open,High School,3,05:05:11,,225,0.00,0.00,225.00
1208,15-0182,MO,Open,High School,3,03:45:01,,220,0.00,5.00,225.00
1209,15-0486,MA,Open,High School,3,04:29:57,,216,0.00,9.00,225.00
1210,15-1298,TX,Open,High School,3,05:53:56,,225,0.00,0.00,225.00
1211,15-1138,CAN,Open,High School,3,05:10:55,,225,0.00,0.00,225.00
1212,15-0900,NV,Open,High School,3,05:19:00,,197,0.00,28.00,225.00
1213,15-3137,TX,Open,High School,3,05:10:59,,225,0.00,0.00,225.00
1214,15-1156,NJ,All Service,High School,3,05:37:55,,225,0.00,0.00,225.00
1215,15-0271,WA,Open,High School,3,05:38:56,,218,-5.00,12.00,225.00
1216,15-5241,CA,Open,High School,3,05:49:59,,218,0.00,7.00,225.00
1217,15-1406,TX,Open,High School,3,05:53:56,,216,0.00,9.00,225.00
1218,15-0038,OH,Open,High School,3,05:40:56,,217,0.00,7.86,224.86
1219,15-2671,CA,Open,High School,3,05:13:55,,213,0.00,11.81,224.81
1220,15-2426,CA,Open,High School,3,05:53:46,,211,0.00,13.71,224.71
1221,15-2145,SC,Open,High School,3,05:52:45,,211,0.00,13.71,224.71
1222,15-4015,CAN,Open,High School,3,05:11:56,,221,-5.00,8.67,224.67
1223,15-1486,TN,Open,High School,3,05:47:01,,218,0.00,6.67,224.67
1224,15-0173,MN,All Service,High School,3,04:31:56,,212,0.00,12.43,224.43
1225,15-3061,PA,Open,High School,3,03:52:59,,208,0.00,16.43,224.43
1226,15-2397,CO,Open,High School,3,05:49:56,,209,0.00,15.43,224.43
1227,15-0257,CA,Open,High School,3,05:54:56,,216,0.00,8.10,224.10
1228,15-0336,CA,Open,High School,3,03:58:56,,209,0.00,15.00,224.00
1229,15-1153,TX,All Service,High School,3,05:30:59,,224,0.00,0.00,224.00
1230,15-1490,AL,Open,High School,3,05:34:00,,221,0.00,3.00,224.00
1231,15-3064,TX,All Service,High School,3,05:59:59,,216,0.00,8.00,224.00
1232,15-5235,PA,Open,High School,3,05:49:56,,218,0.00,5.95,223.95
1233,15-2965,NJ,All Service,High School,3,05:51:58,,201,0.00,22.71,223.71
1234,15-4620,CA,All Service,High School,3,06:00:00,,214,0.00,9.67,223.67
1235,15-3263,PA,All Service,High School,3,04:59:57,,214,0.00,9.43,223.43
1236,15-3894,CA,Open,High School,3,04:13:57,,206,0.00,17.10,223.10
1237,15-1000,CAN,Open,High School,3,04:46:56,,208,0.00,15.10,223.10
1238,15-4777,FL,Open,High School,3,02:41:47,,223,0.00,0.00,223.00
1239,15-0328,NC,Open,High School,3,05:22:55,,194,0.00,29.00,223.00
1240,15-4371,CAN,Open,High School,3,04:45:00,,223,0.00,0.00,223.00
1241,15-0838,GA,Open,High School,3,05:01:56,,218,0.00,5.00,223.00
1242,15-0945,NY,All Service,High School,3,04:50:59,,223,0.00,0.00,223.00
1243,15-2260,SC,All Service,High School,3,05:23:56,,223,0.00,0.00,223.00
1244,15-4180,CA,Open,High School,3,05:02:57,,217,0.00,5.95,222.95
1245,15-0751,FL,Open,High School,3,05:21:59,,209,0.00,13.86,222.86
1246,15-0866,VA,Open,High School,3,05:34:58,,203,0.00,19.86,222.86
1247,15-3017,MI,Open,High School,3,05:32:00,,200,0.00,22.86,222.86
1248,15-3461,MI,Open,High School,3,04:23:56,,217,0.00,5.67,222.67
1249,15-0099,AL,Open,High School,3,05:41:56,,219,0.00,3.67,222.67
1250,15-3059,PA,Open,High School,3,14:27:56,T,209,-2.00,15.52,222.52
1251,15-3384,FL,All Service,High School,3,05:51:59,,200,0.00,22.43,222.43
1252,15-3746,GA,Open,High School,3,05:21:56,,218,0.00,4.33,222.33
1253,15-3150,CA,Open,High School,3,05:56:01,,216,0.00,6.33,222.33
1254,15-2905,OH,Open,High School,3,05:36:57,,215,0.00,7.24,222.24
1255,15-2263,TX,Open,High School,3,06:05:56,T,224,-2.00,0.00,222.00
1256,15-2774,TN,All Service,High School,3,05:04:01,,222,0.00,0.00,222.00
1257,15-3222,CA,Open,High School,3,05:15:00,,222,0.00,0.00,222.00
1258,15-1708,CA,All Service,High School,3,05:15:57,,222,0.00,0.00,222.00
1259,15-1695,IL,Open,High School,3,06:01:57,T,215,-2.00,9.00,222.00
1260,15-0991,VA,Open,High School,3,05:46:56,,207,0.00,14.81,221.81
1261,15-5032,CA,Open,High School,3,05:46:01,,200,0.00,21.43,221.43
1262,15-4286,MD,Open,High School,3,05:12:56,,207,0.00,14.38,221.38
1263,15-2130,GA,Open,High School,3,05:33:57,,215,0.00,6.29,221.29
1264,15-0660,GA,Open,High School,3,05:16:00,,212,0.00,9.10,221.10
1265,15-3648,CA,Open,High School,3,02:49:00,,221,0.00,0.00,221.00
1266,15-3379,CO,Open,High School,3,05:15:59,,216,0.00,5.00,221.00
1267,15-2654,TX,Open,High School,3,05:35:56,M,224,-5.00,2.00,221.00
1268,15-3804,CAN,Open,High School,3,04:38:57,,221,0.00,0.00,221.00
1269,15-4448,VA,Open,High School,3,05:13:58,,221,0.00,0.00,221.00
1270,15-3434,TX,Open,High School,3,05:31:56,,221,0.00,0.00,221.00
1271,15-4599,MA,All Service,High School,3,05:58:57,,215,0.00,6.00,221.00
1272,15-1423,MO,Open,High School,3,04:51:59,,210,0.00,10.71,220.71
1273,15-2167,VA,Open,High School,3,05:47:41,,197,0.00,23.71,220.71
1274,15-3226,NV,Open,High School,3,05:32:56,,206,0.00,14.57,220.57
1275,15-3694,CA,All Service,High School,3,03:23:58,,208,0.00,12.52,220.52
1276,15-0840,GA,Open,High School,3,05:37:56,,205,0.00,15.43,220.43
1277,15-2635,CA,Open,High School,3,04:33:59,,211,0.00,9.14,220.14
1278,15-1496,NY,Open,High School,3,05:43:55,,208,0.00,12.14,220.14
1279,15-4147,UT,Open,High School,3,05:58:57,,198,0.00,22.05,220.05
1280,15-2247,SC,Open,High School,3,04:26:56,,211,0.00,9.00,220.00
1281,15-4506,NJ,Open,High School,3,05:07:56,,220,0.00,0.00,220.00
1282,15-5350,MD,Open,High School,3,05:31:59,,195,0.00,25.00,220.00
1283,15-2031,CAN,Open,High School,3,05:58:01,,225,-5.00,0.00,220.00
1284,15-3465,CAN,Open,High School,3,05:26:59,,220,0.00,0.00,220.00
1285,15-2251,NM,Open,High School,3,05:39:56,,220,0.00,0.00,220.00
1286,15-2977,CA,Open,High School,3,05:39:57,,210,0.00,10.00,220.00
1287,15-0324,MI,All Service,High School,3,05:59:00,,212,0.00,8.00,220.00
1288,15-3781,TX,Middle School,Middle School,1,05:38:56,,100,100.00,19.80,219.80
1289,15-1886,CA,Middle School,Middle School,2,05:42:20,,200,0.00,19.80,219.80
1290,15-4594,CA,Open,High School,3,04:48:57,,211,0.00,8.67,219.67
1291,15-1463,WA,All Service,High School,3,05:32:01,,215,0.00,4.67,219.67
1292,15-0175,CA,Open,High School,3,05:51:56,,212,0.00,7.67,219.67
1293,15-2810,OK,Open,High School,3,06:00:59,T,215,-2.00,6.67,219.67
1294,15-3145,WI,Open,High School,3,05:35:56,,207,0.00,12.52,219.52
1295,15-3743,HI,Open,High School,3,05:53:57,,206,0.00,13.52,219.52
1296,15-4714,IL,Open,High School,3,05:47:56,,208,0.00,11.38,219.38
1297,15-1627,OH,Open,High School,3,05:41:56,,215,0.00,4.20,219.20
1298,15-1343,NV,Open,High School,3,05:23:58,,208,0.00,11.20,219.20
1299,15-3008,AR,Open,High School,3,05:23:56,,208,0.00,11.14,219.14
1300,15-0121,RI,Open,High School,3,05:48:59,,196,0.00,23.10,219.10
1301,15-3541,WV,All Service,High School,3,03:41:56,,219,0.00,0.00,219.00
1302,15-0516,OK,All Service,High School,3,03:47:59,,219,0.00,0.00,219.00
1303,15-3828,IL,Open,High School,3,04:22:57,,211,0.00,8.00,219.00
1304,15-1817,VA,Open,High School,3,04:28:53,,219,0.00,0.00,219.00
1305,15-4648,TX,Open,High School,3,05:23:59,,219,0.00,0.00,219.00
1306,15-0929,NM,Open,High School,3,05:28:56,,219,0.00,0.00,219.00
1307,15-1585,MA,Open,High School,3,05:46:56,,219,0.00,0.00,219.00
1308,15-0338,CA,Open,High School,3,05:55:47,,210,0.00,9.00,219.00
1309,15-0366,CA,Open,High School,3,05:55:57,,197,0.00,21.86,218.86
1310,15-1662,CA,Middle School,Middle School,2,01:54:57,,200,0.00,18.80,218.80
1311,15-3414,MA,All Service,High School,3,05:22:55,,209,0.00,9.57,218.57
1312,15-0337,CA,Open,High School,3,05:45:14,,207,0.00,11.38,218.38
1313,15-0783,VA,Open,High School,3,05:11:58,,211,0.00,7.33,218.33
1314,15-3558,MA,Open,High School,3,04:20:56,,201,0.00,17.24,218.24
1315,15-4202,MI,Open,High School,3,05:08:00,,218,0.00,0.00,218.00
1316,15-2409,NE,All Service,High School,3,05:58:56,,218,0.00,0.00,218.00
1317,15-4369,CA,All Service,High School,3,05:36:59,,218,0.00,0.00,218.00
1318,15-2622,CA,Open,High School,3,05:56:56,,218,0.00,0.00,218.00
1319,15-3002,CA,Open,High School,3,05:47:56,,218,0.00,0.00,218.00
1320,15-3383,FL,Open,High School,3,05:50:56,,211,0.00,7.00,218.00
1321,15-2028,AL,Open,High School,3,05:55:46,,207,0.00,10.86,217.86
1322,15-2414,CA,All Service,High School,3,24:51:58,T,198,-6.00,25.81,217.81
1323,15-2855,CA,Middle School,Middle School,2,03:27:56,,200,0.00,17.60,217.60
1324,15-1536,OH,Open,High School,3,05:31:59,,210,0.00,7.33,217.33
1325,15-3899,CA,Open,High School,3,05:59:55,,194,0.00,23.29,217.29
1326,15-0199,GA,Middle School,Middle School,2,04:47:56,,200,0.00,17.20,217.20
1327,15-4136,VA,Open,High School,3,03:04:55,,217,0.00,0.00,217.00
1328,15-3529,WA,Open,High School,3,03:21:56,,217,0.00,0.00,217.00
1329,15-0592,NV,Open,High School,3,04:23:59,,217,0.00,0.00,217.00
1330,15-2841,TX,Open,High School,3,05:05:56,,217,0.00,0.00,217.00
1331,15-0537,FL,Open,High School,3,05:11:00,,217,0.00,0.00,217.00
1332,15-3855,CT,Open,High School,3,05:51:56,,217,0.00,0.00,217.00
1333,15-2267,NY,All Service,High School,3,05:54:06,,217,0.00,0.00,217.00
1334,15-0737,TX,Open,High School,3,05:52:55,,210,0.00,7.00,217.00
1335,15-2869,CA,Open,High School,3,05:52:01,,217,0.00,0.00,217.00
1336,15-5144,CA,All Service,High School,3,06:00:02,T,209,-2.00,10.00,217.00
1337,15-3474,NJ,Open,High School,3,05:45:58,,211,0.00,5.90,216.90
1338,15-0483,CA,Open,High School,3,05:38:01,,201,0.00,15.86,216.86
1339,15-1334,NV,Open,High School,3,05:52:56,,194,0.00,22.86,216.86
1340,15-3849,CA,Open,High School,3,05:44:00,,205,0.00,11.67,216.67
1341,15-0804,AZ,Open,High School,3,05:31:56,,212,0.00,4.67,216.67
1342,15-0646,WA,All Service,High School,3,05:45:56,,194,0.00,22.62,216.62
1343,15-4651,CA,Open,High School,3,05:58:56,,200,0.00,16.43,216.43
1344,15-0299,TX,Open,High School,3,06:00:04,T,207,3.00,6.29,216.29
1345,15-1055,TX,Open,High School,3,05:50:00,,205,0.00,11.14,216.14
1346,15-0189,MO,Open,High School,3,04:15:41,,216,0.00,0.00,216.00
1347,15-4713,IA,Open,High School,3,04:06:21,,216,0.00,0.00,216.00
1348,15-5020,TX,Open,High School,3,04:15:55,,216,0.00,0.00,216.00
1349,15-4809,TX,Open,High School,3,04:22:56,,216,0.00,0.00,216.00
1350,15-0329,NC,Open,High School,3,05:35:56,,187,0.00,29.00,216.00
1351,15-3321,VA,Open,High School,3,05:46:59,,216,0.00,0.00,216.00
1352,15-1113,AL,Open,High School,3,05:54:59,,216,0.00,0.00,216.00
1353,15-0387,CA,Open,High School,3,05:30:56,,207,0.00,8.71,215.71
1354,15-4068,HI,Open,High School,3,05:24:57,,209,0.00,6.67,215.67
1355,15-4312,CA,Open,High School,3,05:39:00,,190,0.00,25.43,215.43
1356,15-2866,CA,Open,High School,3,05:44:56,M,196,0.00,19.29,215.29
1357,15-1178,OK,Open,High School,3,05:52:56,M,210,-5.00,10.00,215.00
1358,15-0093,OH,All Service,High School,3,05:01:57,,208,0.00,7.00,215.00
1359,15-2781,CA,Open,High School,3,05:19:59,,215,0.00,0.00,215.00
1360,15-1311,CA,All Service,High School,3,05:34:59,,215,0.00,0.00,215.00
1361,15-4540,MD,Open,High School,3,05:22:00,,215,0.00,0.00,215.00
1362,15-4691,VA,All Service,High School,3,05:34:59,,215,0.00,0.00,215.00
1363,15-3253,TX,All Service,High School,3,05:34:56,,210,0.00,5.00,215.00
1364,15-1020,GA,All Service,High School,3,05:54:01,,206,0.00,9.00,215.00
1365,15-0035,OH,Open,High School,3,05:42:56,,196,0.00,18.95,214.95
1366,15-3179,TX,Open,High School,3,05:55:56,,202,0.00,12.81,214.81
1367,15-1664,CA,Middle School,Middle School,2,05:01:56,,195,0.00,19.80,214.80
1368,15-3174,CA,Open,High School,3,07:35:58,T,211,-2.00,5.71,214.71
1369,15-1566,CA,Middle School,Middle School,2,04:51:56,,196,0.00,18.40,214.40
1370,15-0227,WI,Open,High School,3,05:56:56,,203,0.00,11.38,214.38
1371,15-0306,WA,All Service,High School,3,05:24:58,,206,0.00,8.29,214.29
1372,15-1681,VA,Open,High School,3,04:52:04,,201,0.00,13.29,214.29
1373,15-0039,TX,All Service,High School,3,05:53:57,,197,0.00,17.14,214.14
1374,15-0851,AE,All Service,High School,3,05:02:01,,203,0.00,11.05,214.05
1375,15-5214,GA,Open,High School,3,04:10:56,,214,0.00,0.00,214.00
1376,15-3711,GA,Open,High School,3,04:54:56,,207,0.00,7.00,214.00
1377,15-1123,IN,Open,High School,3,05:31:00,,214,0.00,0.00,214.00
1378,15-1338,MO,Open,High School,3,05:06:56,,214,0.00,0.00,214.00
1379,15-3139,MD,Open,High School,3,05:50:59,,196,0.00,18.00,214.00
1380,15-1942,CA,Open,High School,3,05:48:06,,214,0.00,0.00,214.00
1381,15-2392,AL,All Service,High School,3,05:54:07,,210,0.00,4.00,214.00
1382,15-3238,TX,Open,High School,3,05:44:55,,201,0.00,12.95,213.95
1383,15-2424,AL,Open,High School,3,05:59:57,,203,0.00,10.90,213.90
1384,15-2658,TX,All Service,High School,3,05:35:56,,201,0.00,12.76,213.76
1385,15-4782,HI,Open,High School,3,05:56:58,,207,0.00,6.67,213.67
1386,15-1261,CA,Open,High School,3,02:36:58,,206,0.00,7.57,213.57
1387,15-0986,WA,Open,High School,3,04:59:56,,191,0.00,22.57,213.57
1388,15-1822,VA,Open,High School,3,05:26:01,,202,0.00,11.38,213.38
1389,15-4316,CA,Open,High School,3,02:58:55,,213,0.00,0.00,213.00
1390,15-4985,CA,Open,High School,3,03:21:56,,218,-5.00,0.00,213.00
1391,15-3895,VA,Open,High School,3,05:05:56,,207,0.00,6.00,213.00
1392,15-4444,VA,Open,High School,3,05:31:58,,213,0.00,0.00,213.00
1393,15-1630,OK,All Service,High School,3,05:35:59,,213,0.00,0.00,213.00
1394,15-5100,VA,Open,High School,3,05:42:56,,204,0.00,9.00,213.00
1395,15-4359,HI,All Service,High School,3,05:41:01,,213,0.00,0.00,213.00
1396,15-4533,IL,Open,High School,3,05:59:54,,213,0.00,0.00,213.00
1397,15-3318,VA,Open,High School,3,06:00:59,T,215,-2.00,0.00,213.00
1398,15-2809,SC,All Service,High School,3,05:08:56,,201,0.00,11.95,212.95
1399,15-0692,TX,Open,High School,3,05:00:01,,202,0.00,10.90,212.90
1400,15-0811,TX,All Service,High School,3,06:21:59,T,193,-2.00,21.86,212.86
1401,15-3847,PA,Open,High School,3,05:57:56,,193,0.00,19.86,212.86
1402,15-1615,MD,Open,High School,3,05:55:56,,189,0.00,23.81,212.81
1403,15-1875,VA,Open,High School,3,05:23:59,,202,0.00,10.71,212.71
1404,15-4156,FL,Open,High School,3,03:47:56,,212,0.00,0.00,212.00
1405,15-3659,VA,Open,High School,3,05:05:08,,207,0.00,5.00,212.00
1406,15-1866,VA,Open,High School,3,04:24:56,,212,0.00,0.00,212.00
1407,15-4647,TX,Open,High School,3,05:47:00,,202,0.00,10.00,212.00
1408,15-0860,VA,Open,High School,3,05:26:47,,202,0.00,9.86,211.86
1409,15-0612,GA,All Service,High School,3,05:49:59,,199,0.00,12.86,211.86
1410,15-0810,IL,Open,High School,3,04:35:24,,210,0.00,1.71,211.71
1411,15-3322,IN,Open,High School,3,04:50:56,,199,0.00,12.71,211.71
1412,15-3729,MI,Open,High School,3,03:35:56,,206,0.00,5.67,211.67
1413,15-0082,GA,Open,High School,3,05:39:57,,189,0.00,22.67,211.67
1414,15-3161,FL,Open,High School,3,05:47:50,,210,0.00,1.43,211.43
1415,15-3989,TN,All Service,High School,3,05:34:57,,206,0.00,5.33,211.33
1416,15-1262,CA,Open,High School,3,02:55:58,,188,0.00,23.00,211.00
1417,15-4261,NV,Open,High School,3,02:55:55,,211,0.00,0.00,211.00
1418,15-3862,VA,All Service,High School,3,05:29:57,,211,0.00,0.00,211.00
1419,15-4823,TX,Open,High School,3,05:51:57,,211,0.00,0.00,211.00
1420,15-1417,CA,Middle School,Middle School,2,04:22:58,,200,0.00,10.80,210.80
1421,15-3825,OH,Open,High School,3,04:55:55,,205,0.00,5.67,210.67
1422,15-3483,WA,Open,High School,3,05:17:57,,201,0.00,9.67,210.67
1423,15-0733,CA,Open,High School,3,06:00:24,T,203,-2.00,9.67,210.67
1424,15-0056,IN,Open,High School,3,02:47:56,,189,0.00,21.57,210.57
1425,15-1185,CA,Open,High School,3,05:19:57,,199,0.00,11.48,210.48
1426,15-1714,TX,All Service,High School,3,05:48:56,,207,0.00,3.33,210.33
1427,15-2796,MO,Open,High School,3,04:34:01,,201,0.00,9.00,210.00
1428,15-1855,AZ,All Service,High School,3,05:48:56,,205,0.00,5.00,210.00
1429,15-1609,HI,All Service,High School,3,05:38:00,,206,0.00,4.00,210.00
1430,15-4118,TX,All Service,High School,3,05:53:55,,204,0.00,6.00,210.00
1431,15-0901,NV,Open,High School,3,05:27:59,,201,0.00,8.86,209.86
1432,15-1887,CA,Middle School,Middle School,2,05:45:57,,190,0.00,19.80,209.80
1433,15-0305,TX,Open,High School,3,04:00:56,,201,0.00,8.76,209.76
1434,15-1876,VA,Open,High School,3,05:04:59,,197,0.00,12.71,209.71
1435,15-3612,TX,All Service,High School,3,05:26:56,,201,0.00,8.67,209.67
1436,15-0258,CA,Open,High School,3,05:58:58,,198,0.00,11.57,209.57
1437,15-0658,CA,Open,High School,3,04:29:58,,196,0.00,13.48,209.48
1438,15-0489,VA,Open,High School,3,05:33:01,,204,0.00,5.33,209.33
1439,15-1650,MO,Open,High School,3,04:51:56,,201,0.00,8.24,209.24
1440,15-3738,TX,Open,High School,3,05:10:00,,204,0.00,5.00,209.00
1441,15-3928,GA,Open,High School,3,05:21:56,,209,0.00,0.00,209.00
1442,15-3806,NV,Open,High School,3,05:55:59,,209,0.00,0.00,209.00
1443,15-5136,TX,Open,High School,3,05:35:55,,198,0.00,10.71,208.71
1444,15-0018,CO,Open,High School,3,05:00:56,,185,0.00,23.57,208.57
1445,15-3212,MO,Open,High School,3,04:26:55,,201,0.00,7.52,208.52
1446,15-0259,TX,Middle School,Middle School,2,05:49:55,,191,0.00,17.20,208.20
1447,15-3971,AR,All Service,High School,3,05:19:56,,202,0.00,6.14,208.14
1448,15-2583,UT,All Service,High School,3,04:28:56,,208,0.00,0.00,208.00
1449,15-2775,TN,All Service,High School,3,04:55:56,,208,0.00,0.00,208.00
1450,15-4253,IL,Open,High School,3,05:17:59,,208,0.00,0.00,208.00
1451,15-3735,CO,Open,High School,3,09:00:56,T,210,-2.00,0.00,208.00
1452,15-2594,AL,Open,High School,3,05:31:58,,200,0.00,8.00,208.00
1453,15-3358,TX,All Service,High School,3,06:01:18,T,210,-2.00,0.00,208.00
1454,15-0109,SD,All Service,High School,3,05:48:56,,208,0.00,0.00,208.00
1455,15-3555,VA,Open,High School,3,06:01:01,T,210,-2.00,0.00,208.00
1456,15-5101,TX,All Service,High School,3,05:47:01,,203,0.00,4.86,207.86
1457,15-0839,GA,Open,High School,3,05:59:01,,199,0.00,8.81,207.81
1458,15-3371,OH,Open,High School,3,03:54:59,,186,0.00,21.71,207.71
1459,15-1537,OH,Open,High School,3,05:39:59,,198,0.00,9.71,207.71
1460,15-0787,GA,Open,High School,3,05:20:59,,201,0.00,6.67,207.67
